userId,movieId,rating
3704,1347,3.5
3704,1372,4.0
3704,1527,4.5
3704,1645,5.0
3704,1682,4.0
3704,2018,4.0
3704,2315,3.0
3704,2338,3.0
3704,2571,1.0
3704,2617,4.5
3704,2671,2.5
3704,2762,4.5
3704,2858,3.0
3704,3081,5.0
3704,3147,4.5
3704,3755,3.5
3704,4025,2.5
3704,4306,4.0
3704,4720,2.5
3704,4876,3.0
3704,4886,2.5
3704,4896,1.0
3704,4993,4.0
3704,5218,5.0
3704,5679,4.0
3704,5952,4.5
3704,5995,5.0
3704,6373,3.5
3704,6377,4.0
3704,6564,4.0
3704,7153,5.0
3704,7438,5.0
3704,7444,4.0
3704,7458,3.0
3704,8783,2.5
3704,8907,2.0
3704,27808,0.5
3704,37720,4.0
3704,44191,4.0
3704,45081,3.5
3704,46723,2.5
3704,48394,2.5
3704,48780,4.0
3704,51540,5.0
3704,51662,4.0
3704,53121,2.5
3704,55442,4.5
3704,55577,2.5
3704,56145,3.0
3704,59315,4.0
3704,59615,3.5
3704,63992,0.5
3704,64034,2.5
3704,64957,2.5
3704,65230,5.0
3704,68319,4.0
3704,68358,4.0
3704,68954,3.5
3704,71535,4.5
3704,72129,3.0
3704,72294,4.5
3704,72998,0.5
3704,74458,2.5
3704,74789,4.5
3704,78637,2.5
3704,79091,3.0
3704,81562,4.0
3704,81845,5.0
3704,86298,2.5
3704,86332,4.0
3704,86882,5.0
3704,87232,4.0
3704,87876,3.5
3704,88140,4.5
3704,89745,5.0
3704,90647,4.0
3704,91542,4.0
3704,91890,5.0
3704,93840,1.0
3704,95543,5.0
3704,96079,4.5
3704,96861,4.0
3704,102445,4.5
3704,103141,0.5
3704,104913,5.0
3704,105844,5.0
3704,106696,5.0
3704,109673,4.0
3704,110102,5.0
3704,110730,4.5
3704,111362,4.0
3704,111759,5.0
3704,111781,3.0
3704,111921,1.5
3704,112175,3.0
3704,112852,5.0
3704,114795,4.5
3704,115149,4.5
3704,115617,2.5
3704,116797,5.0
3704,119145,5.0
3704,122886,5.0
3704,122892,3.5
3704,122900,3.5
3704,122904,5.0
3704,122916,4.5
3704,122918,5.0
3704,122920,5.0
3704,122922,5.0
3704,122926,3.0
3704,133798,2.0
3704,135569,4.0
3704,136018,5.0
3704,138036,4.0
3704,142448,5.0
3704,143355,4.0
3704,143385,5.0
3704,148888,2.5
3704,152063,1.5
3704,160980,5.0
3704,162350,5.0
3704,166528,5.0
3704,168248,3.0
3704,168252,5.0
3704,168366,5.0
3704,176937,4.0
3704,177763,4.5
3733,177,3.0
3733,188,4.0
3733,196,2.0
3733,253,4.0
3733,366,4.0
3733,382,3.0
3733,407,3.0
3733,532,2.0
3733,606,4.0
3733,611,3.0
3733,724,4.0
3733,742,2.0
3733,858,4.0
3733,891,2.0
3733,1193,4.0
3733,1214,5.0
3733,1215,4.0
3733,1219,4.0
3733,1258,5.0
3733,1261,4.0
3733,1278,3.0
3733,1323,1.0
3733,1333,3.0
3733,1339,5.0
3733,1345,5.0
3733,1347,3.0
3733,1350,3.0
3733,1387,5.0
3733,1623,3.0
3733,1644,2.0
3733,1645,4.0
3733,1717,3.0
3733,1756,2.0
3733,1762,3.0
3733,1916,2.0
3733,1969,3.0
3733,1970,3.0
3733,1971,3.0
3733,1972,3.0
3733,1973,3.0
3733,1974,3.0
3733,1976,2.0
3733,1982,5.0
3733,1983,3.0
3733,1984,2.0
3733,1985,2.0
3733,1986,2.0
3733,1988,2.0
3733,1991,3.0
3733,1992,2.0
3733,1993,1.0
3733,1995,3.0
3733,2003,3.0
3733,2004,1.0
3733,2026,1.0
3733,2107,3.0
3733,2120,2.0
3733,2122,2.0
3733,2160,3.0
3733,2279,2.0
3733,2288,2.0
3733,2315,3.0
3733,2338,1.0
3733,2389,2.0
3733,2428,1.0
3733,2454,3.0
3733,2513,3.0
3733,2548,2.0
3733,2558,3.0
3733,2617,5.0
3733,2644,5.0
3733,2657,4.0
3733,2716,5.0
3733,2717,3.0
3733,2719,4.0
3733,2746,4.0
3733,2787,2.0
3733,2789,2.0
3733,2995,2.0
3733,3081,4.0
3733,3238,1.0
3733,3264,3.0
3733,3273,3.0
3733,3476,2.0
3733,3752,4.0
3733,3826,2.0
3733,3917,3.0
3733,3919,3.0
3733,3931,1.0
3733,4105,4.0
3733,4124,3.0
3733,4128,3.0
3733,4148,5.0
4023,1,5.0
4023,6,5.0
4023,32,3.0
4023,36,4.0
4023,66,2.0
4023,76,4.0
4023,95,5.0
4023,112,4.0
4023,260,5.0
4023,494,4.0
4023,648,4.0
4023,671,3.0
4023,673,4.0
4023,719,5.0
4023,733,5.0
4023,736,5.0
4023,780,5.0
4023,783,3.0
4023,786,5.0
4023,788,3.0
4023,802,5.0
4023,805,4.0
4023,832,4.0
4023,1073,3.0
4023,1210,5.0
4023,1356,4.0
4515,3,3.0
4515,18,3.0
4515,26,4.0
4515,32,4.0
4515,58,5.0
4515,65,4.0
4515,95,2.0
4515,135,2.0
4515,260,5.0
4515,265,5.0
4515,342,5.0
4515,357,5.0
4515,376,3.0
4515,608,4.0
4515,640,3.0
4515,648,3.0
4515,663,3.0
4515,671,4.0
4515,724,3.0
4515,778,3.0
4515,780,3.0
4515,786,2.0
4515,788,4.0
4515,799,2.0
4515,802,4.0
4515,1073,5.0
4515,1147,4.0
4515,1357,4.0
4515,1409,3.0
4515,1488,3.0
5677,5,2.5
5677,18,3.0
5677,21,2.5
5677,28,4.0
5677,45,3.5
5677,46,4.0
5677,48,2.0
5677,89,2.0
5677,94,4.0
5677,110,4.0
5677,168,3.0
5677,172,2.5
5677,186,2.5
5677,236,3.5
5677,237,3.0
5677,261,3.0
5677,272,4.0
5677,296,4.5
5677,305,3.0
5677,337,4.5
5677,342,4.0
5677,356,3.5
5677,357,4.5
5677,369,4.5
5677,370,1.5
5677,371,3.5
5677,377,2.0
5677,378,3.5
5677,381,3.5
5677,450,2.5
5677,466,2.5
5677,482,4.0
5677,508,3.0
5677,529,3.5
5677,539,3.5
5677,542,0.5
5677,543,5.0
5677,555,3.5
5677,562,5.0
5677,586,1.5
5677,587,4.5
5677,595,5.0
5677,596,4.5
5677,597,1.5
5677,608,5.0
5677,663,4.0
5677,724,1.0
5677,762,2.0
5677,788,0.5
5677,802,2.5
5677,912,4.0
5677,914,4.5
5677,923,3.0
5677,999,3.0
5677,1022,3.5
5677,1027,3.5
5677,1028,5.0
5677,1029,5.0
5677,1031,4.0
5677,1057,3.0
5677,1079,3.5
5677,1093,3.0
5677,1094,4.0
5677,1120,3.5
5677,1183,4.5
5677,1204,4.0
5677,1230,4.0
5677,1258,5.0
5677,1259,5.0
5677,1271,2.5
5677,1274,3.0
5677,1291,4.5
5677,1297,4.0
5677,1333,4.0
5677,1358,5.0
5677,1380,4.0
5677,1416,4.0
5677,1441,4.5
5677,1517,3.0
5677,1551,4.0
5677,1569,4.0
5677,1580,2.5
5677,1639,3.5
5677,1660,5.0
5677,1719,4.5
5677,1729,2.5
5677,1747,3.5
5677,1888,1.5
5677,1907,4.5
5677,1916,4.0
5677,1917,2.5
5677,1994,4.0
5677,2005,4.0
5677,2012,4.0
5677,2018,4.5
5677,2052,3.0
5677,2053,3.5
5677,2054,3.0
5677,2089,4.5
5677,2100,3.5
5677,2174,4.5
5677,2245,2.5
5677,2278,4.5
5677,2288,4.0
5677,2321,3.5
5677,2336,4.5
5677,2406,3.5
5677,2421,3.5
5677,2431,2.5
5677,2501,4.0
5677,2502,5.0
5677,2571,3.5
5677,2598,2.5
5677,2616,3.5
5677,2617,1.0
5677,2671,2.5
5677,2706,2.5
5677,2710,4.0
5677,2713,1.5
5677,2716,4.0
5677,2723,3.5
5677,2747,4.0
5677,2871,4.5
5677,2883,4.0
5677,2890,4.0
5677,2918,4.5
5677,2947,3.0
5677,2959,3.5
5677,2987,3.5
5677,2997,4.5
5677,3006,4.0
5677,3033,4.0
5677,3052,3.0
5677,3072,3.0
5677,3100,4.0
5677,3114,3.5
5677,3163,3.0
5677,3175,3.5
5677,3176,4.0
5677,3177,2.5
5677,3181,2.5
5677,3189,5.0
5677,3247,2.5
5677,3250,4.0
5677,3259,4.0
5677,3260,4.0
5677,3271,4.5
5677,3285,2.5
5677,3317,4.0
5677,3361,4.0
5677,3388,2.5
5677,3480,4.5
5677,3512,3.5
5677,3515,3.5
5677,3526,4.0
5677,3556,4.0
5677,3683,3.0
5677,3751,4.0
5677,3752,2.5
5677,3753,2.5
5677,3785,1.5
5677,3825,2.0
5677,3868,3.5
5677,3882,0.5
5677,3893,3.0
5677,3897,5.0
5677,3901,4.0
5677,3911,5.0
5677,3951,4.0
5677,3967,4.0
5677,3972,4.5
5677,3978,0.5
5677,3979,0.5
5677,3994,3.0
5677,3996,5.0
5677,4039,4.5
5677,4041,3.5
5677,4047,3.0
5677,4062,3.5
5677,4069,1.0
5677,4296,3.0
5677,4306,5.0
5677,4308,3.5
5677,4310,2.5
5677,4386,2.5
5677,4478,3.0
5677,4534,4.0
5677,4558,2.0
5677,4578,4.5
5677,4616,4.0
5677,4617,4.5
5677,4641,3.5
5677,4701,2.0
5677,4720,4.5
5677,4774,3.5
5677,4823,4.0
5677,4846,4.0
5677,4867,3.0
5677,4874,3.0
5677,4890,2.0
5677,4975,4.0
5677,5013,4.0
5677,5051,5.0
5677,5099,5.0
5677,5103,4.5
5677,5266,3.0
5677,5283,2.0
5677,5294,3.0
5677,5299,4.0
5677,5308,2.0
5677,5349,4.5
5677,5364,4.0
5677,5377,5.0
5677,5418,3.5
5677,5419,1.0
5677,5420,2.5
5677,5481,2.5
5677,5500,3.0
5677,5524,0.5
5677,5572,2.5
5677,5621,0.5
5677,5666,3.5
5677,5791,4.0
5677,5902,4.5
5677,5992,4.5
5677,5995,4.0
5677,6163,3.5
5677,6183,4.5
5677,6188,3.0
5677,6218,4.0
5677,6238,3.0
5677,6242,3.0
5677,6297,4.0
5677,6375,4.5
5677,6377,3.5
5677,6385,5.0
5677,6539,4.0
5677,6565,3.5
5677,6587,2.0
5677,6596,2.5
5677,6708,3.5
5677,6710,1.0
5677,6743,4.5
5677,6773,4.5
5677,6807,4.5
5677,6870,4.0
5677,6942,4.0
5677,6947,4.0
5677,7123,4.0
5677,7139,4.0
5677,7147,3.5
5677,7160,4.0
5677,7303,4.5
5677,7445,3.0
5677,7451,3.0
5677,7454,2.0
5677,7572,4.0
5677,7579,4.0
5677,7618,4.0
5677,8360,5.0
5677,8464,4.0
5677,8493,3.5
5677,8784,4.0
5677,8798,3.5
5677,8959,3.5
5677,8961,4.5
5677,8966,4.0
5677,8969,3.5
5677,8970,5.0
5677,8972,0.5
5677,8981,4.0
5677,8983,4.5
5677,8984,2.5
5677,27706,3.0
5677,27808,3.0
5677,30707,4.0
5677,30749,4.0
5677,30810,3.5
5677,30812,4.0
5677,30818,3.5
5677,30822,4.5
5677,31420,1.0
6262,1263,4.0
6262,1278,3.5
6262,2420,2.5
6262,2423,3.5
6262,2720,2.5
6262,2863,3.5
6262,3210,4.0
6262,3424,3.5
6262,4002,3.5
6262,6250,3.0
6262,6618,4.5
6262,63062,3.5
6262,69481,4.5
6262,79702,5.0
6262,84152,4.0
6464,88,5.0
6464,356,4.0
6464,450,4.0
6464,593,3.0
6464,1196,4.0
6464,1270,4.0
6464,2028,4.0
6464,2139,4.0
6464,2144,4.0
6464,2422,3.0
7384,318,5.0
7384,1196,1.0
7384,1198,1.5
7384,2959,4.5
7384,4148,5.0
7384,50804,5.0
7384,56949,3.5
7384,58998,3.0
7384,60069,4.0
7384,60072,4.5
7384,60074,3.0
7384,60756,3.0
7384,61132,1.0
7384,63113,2.0
7384,63131,3.5
7384,64839,1.0
7384,67087,3.0
7384,68157,4.5
7384,68319,1.5
7384,68954,4.5
7384,69406,4.0
7384,72641,3.0
7384,72998,4.0
7384,74789,3.0
7384,79293,5.0
7384,80489,4.0
7384,81229,5.0
7384,81847,4.0
7384,84152,5.0
7384,84392,5.0
7384,86833,4.5
7384,87869,5.0
7384,103810,4.5
7384,104841,2.0
7384,106782,5.0
7384,106916,4.5
7384,106920,1.5
7384,112171,4.5
7384,112556,5.0
7384,116797,5.0
7384,128360,5.0
7384,129354,4.5
7384,162606,5.0
7770,110,5.0
7770,587,4.0
7770,589,4.0
7770,1233,4.0
7770,1270,4.0
7770,2028,5.0
7770,2380,2.0
7770,2571,4.0
7770,2683,3.0
7770,2808,3.0
7808,18,5.0
7808,39,5.0
7808,45,4.0
7808,104,5.0
7808,125,5.0
7808,216,5.0
7808,235,3.0
7808,333,4.0
7808,342,3.0
7808,345,4.0
7808,356,4.0
7808,372,3.0
7808,441,3.0
7808,492,5.0
7808,539,3.0
7808,562,2.0
7808,640,5.0
7808,785,3.0
7808,851,3.0
7808,1057,3.0
7808,1060,5.0
7808,1188,3.0
7808,1230,3.0
7808,1276,2.0
7808,1285,5.0
7808,1449,4.0
7808,1476,3.0
7808,1513,4.0
7808,1542,3.0
7808,1747,4.0
7808,1777,4.0
7808,1885,3.0
7808,1909,3.0
7808,1968,3.0
7808,2247,4.0
7808,2289,5.0
7808,2359,3.0
7808,2502,3.0
7808,2541,4.0
7808,2581,4.0
7808,2657,3.0
7808,2694,4.0
7808,2700,3.0
7808,2759,5.0
7808,2809,4.0
7808,2836,5.0
7808,2858,4.0
7808,2884,1.0
7808,2891,3.0
7808,2997,4.0
7808,3160,3.0
7808,3174,3.0
7808,3253,3.0
7808,3408,3.0
7808,3481,2.0
7808,3556,4.0
7808,3566,2.0
7808,3617,3.0
7808,3752,3.0
7808,3794,2.0
7872,19,4.0
7872,21,4.0
7872,34,3.0
7872,39,4.0
7872,150,4.0
7872,153,3.0
7872,160,4.0
7872,165,4.0
7872,185,4.0
7872,225,3.0
7872,231,5.0
7872,253,4.0
7872,282,4.0
7872,288,5.0
7872,292,4.0
7872,300,3.0
7872,315,3.0
7872,316,5.0
7872,339,4.0
7872,344,3.0
7872,349,3.0
7872,356,5.0
7872,364,4.0
7872,367,4.0
7872,380,5.0
7872,410,3.0
7872,420,5.0
7872,434,3.0
7872,435,3.0
7872,454,5.0
7872,457,4.0
7872,480,4.0
7872,588,3.0
7872,589,5.0
7872,592,3.0
8023,60,5.0
8023,262,5.0
8023,1013,2.0
8023,1017,5.0
8023,1021,4.5
8023,2090,3.0
8023,2394,5.0
8023,2565,3.0
8023,4857,4.0
8351,10,3.0
8351,150,5.0
8351,153,3.0
8351,161,3.0
8351,165,3.0
8351,208,3.0
8351,231,3.0
8351,253,3.0
8351,292,3.0
8351,296,4.0
8351,318,4.0
8351,339,2.0
8351,344,3.0
8351,349,3.0
8351,356,4.0
8351,380,4.0
8351,434,2.0
8351,457,4.0
8351,590,4.0
8351,592,3.0
8351,593,5.0
8374,10,4.0
8374,11,4.0
8374,25,4.0
8374,32,4.0
8374,44,2.0
8374,47,3.0
8374,50,4.0
8374,76,3.0
8374,95,4.0
8374,110,4.0
8374,153,4.0
8374,160,1.0
8374,165,4.0
8374,168,3.0
8374,170,4.0
8374,172,2.0
8374,185,4.0
8374,196,3.0
8374,198,4.0
8374,208,4.0
8374,223,3.0
8374,246,4.0
8374,260,5.0
8374,265,4.0
8374,296,3.0
8374,303,4.0
8374,316,4.0
8374,318,4.0
8374,329,4.0
8374,338,2.0
8374,349,4.0
8374,353,4.0
8374,356,4.0
8374,364,4.0
8374,377,4.0
8374,379,4.0
8374,380,4.0
8374,405,2.0
8374,435,1.0
8374,442,3.0
8374,457,4.0
8374,464,4.0
8374,474,4.0
8374,480,5.0
8374,494,4.0
8374,502,1.0
8374,508,3.0
8374,519,3.0
8374,527,4.0
8374,541,4.0
8374,588,4.0
8374,589,4.0
8374,590,3.0
8374,592,4.0
8374,593,4.0
8374,595,4.0
8374,648,4.0
8374,674,4.0
8374,695,3.0
8374,733,4.0
8374,748,4.0
8374,780,4.0
8374,849,2.0
8374,858,5.0
8374,919,4.0
8374,1036,5.0
8374,1037,3.0
8374,1060,4.0
8374,1073,4.0
8374,1079,3.0
8374,1088,4.0
8374,1092,4.0
8374,1097,4.0
8374,1100,3.0
8374,1101,3.0
8374,1127,2.0
8374,1129,4.0
8374,1136,4.0
8374,1196,5.0
8374,1197,4.0
8374,1198,5.0
8374,1199,4.0
8374,1200,4.0
8374,1210,5.0
8374,1213,3.0
8374,1214,5.0
8374,1221,5.0
8374,1222,4.0
8374,1225,4.0
8374,1230,4.0
8374,1240,4.0
8374,1243,3.0
8374,1246,4.0
8374,1258,4.0
8374,1259,4.0
8374,1265,4.0
8374,1266,3.0
8374,1270,5.0
8374,1275,5.0
8374,1285,4.0
8374,1286,4.0
8374,1290,4.0
8374,1291,4.0
8374,1293,4.0
8374,1302,4.0
8374,1307,4.0
8374,1320,4.0
8374,1343,3.0
8374,1356,4.0
8374,1370,4.0
8374,1371,3.0
8374,1372,4.0
8374,1373,4.0
8374,1374,3.0
8374,1375,4.0
8374,1376,4.0
8374,1377,4.0
8374,1378,4.0
8374,1379,4.0
8374,1385,4.0
8374,1391,1.0
8374,1394,2.0
8374,1396,4.0
8374,1517,4.0
8374,1518,3.0
8374,1527,1.0
8374,1544,1.0
8374,1552,4.0
8374,1573,4.0
8374,1580,3.0
8374,1584,4.0
8374,1586,3.0
8374,1587,4.0
8374,1590,4.0
8374,1597,3.0
8374,1603,3.0
8374,1608,4.0
8374,1610,4.0
8374,1617,3.0
8374,1625,5.0
8374,1639,4.0
8374,1645,4.0
8374,1653,4.0
8374,1663,2.0
8374,1673,4.0
8374,1674,4.0
8374,1676,4.0
8374,1678,4.0
8374,1682,5.0
8374,1690,3.0
8374,1704,4.0
8374,1722,4.0
8374,1732,4.0
8374,1748,4.0
8374,1754,4.0
8374,1777,4.0
8374,1779,3.0
8374,1831,2.0
8374,1862,1.0
8374,1876,2.0
8374,1882,1.0
8374,1892,3.0
8374,1909,4.0
8374,1917,3.0
8374,1918,3.0
8374,1923,4.0
8374,1954,5.0
8374,1957,4.0
8374,1959,3.0
8374,1960,4.0
8374,1961,3.0
8374,1968,4.0
8374,2000,4.0
8374,2001,3.0
8374,2002,3.0
8374,2005,3.0
8374,2006,4.0
8374,2011,4.0
8374,2012,3.0
8374,2021,4.0
8374,2023,4.0
8374,2053,1.0
8374,2054,2.0
8374,2064,3.0
8374,2081,3.0
8374,2094,1.0
8374,2100,3.0
8374,2105,4.0
8374,2115,2.0
8374,2116,4.0
8374,2126,2.0
8374,2133,3.0
8374,2134,3.0
8374,2140,4.0
8374,2141,4.0
8374,2144,3.0
8374,2167,4.0
8374,2174,3.0
8374,2193,4.0
8374,2194,4.0
8374,2240,4.0
8374,2245,4.0
8374,2248,4.0
8374,2263,4.0
8374,2268,4.0
8374,2291,4.0
8374,2322,2.0
8374,2324,4.0
8374,2329,5.0
8374,2336,5.0
8374,2338,2.0
8374,2352,4.0
8374,2353,4.0
8374,2359,4.0
8374,2371,2.0
8374,2374,2.0
8374,2376,3.0
8374,2391,3.0
8374,2393,4.0
8374,2394,3.0
8374,2395,1.0
8374,2396,4.0
8374,2402,4.0
8374,2403,4.0
8374,2404,4.0
8374,2405,2.0
8374,2406,4.0
8374,2407,3.0
8374,2408,1.0
8374,2409,4.0
8374,2410,4.0
8374,2411,4.0
8374,2413,3.0
8374,2414,4.0
8374,2420,5.0
8374,2421,4.0
8374,2422,4.0
8374,2423,1.0
8374,2433,4.0
8374,2448,4.0
8374,2455,4.0
8374,2456,3.0
8374,2463,2.0
8374,2470,2.0
8374,2471,1.0
8374,2474,4.0
8374,2527,4.0
8374,2541,4.0
8374,2571,4.0
8374,2605,2.0
8374,2615,3.0
8374,2617,3.0
8374,2628,5.0
8374,2640,5.0
8374,2641,3.0
8374,2642,4.0
8374,2643,1.0
8374,2657,3.0
8374,2686,4.0
8374,2693,3.0
8374,2699,1.0
8374,2706,1.0
8374,2710,2.0
8374,2716,4.0
8374,2717,3.0
8374,2723,1.0
8374,2734,2.0
8374,2735,4.0
8374,2739,4.0
8374,2745,1.0
8374,2746,4.0
8374,2762,4.0
8374,2791,4.0
8374,2792,1.0
8374,2794,4.0
8374,2795,4.0
8374,2797,4.0
8374,2803,2.0
8374,2808,4.0
8374,2827,3.0
8374,2858,2.0
8374,2871,2.0
8374,2872,4.0
8374,2889,4.0
8374,2915,3.0
8374,2916,5.0
8374,2918,4.0
8374,2947,4.0
8374,2949,4.0
8374,2959,4.0
8374,2961,3.0
8374,2968,4.0
8374,2985,4.0
8374,2986,3.0
8374,2987,3.0
8374,2989,4.0
8374,2990,4.0
8374,2991,4.0
8374,2997,2.0
8374,3006,4.0
8374,3033,3.0
8374,3044,5.0
8374,3068,4.0
8374,3071,4.0
8374,3078,4.0
8374,3081,2.0
8374,3087,4.0
8374,3113,1.0
8374,3114,4.0
8374,3147,4.0
8374,3175,4.0
8374,3176,3.0
8374,3178,4.0
8374,3203,3.0
8374,3210,4.0
8374,3219,3.0
8374,3252,3.0
8374,3256,4.0
8374,3269,1.0
8374,3274,3.0
